manifest_index,pbs_array_index,action,n,d,x,N,seed,method,simulator,run_id,config_path,output_dir,validation_curve,validation_curve_plot,predicted_u_mean_cov,samples_10k,posterior_samples_pkl,metrics,timing_metadata,stdout_log,stderr_log,reuse_source_output_dir,reuse_marker_path,reuse_compatible,collision_status,notes
119,119,run,500,11,50,3025000,18,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed18_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
120,120,run,500,11,50,3025000,19,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed19_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
121,121,run,500,11,50,3025000,20,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed20_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
122,122,run,500,11,50,3025000,21,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed21_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
123,123,run,500,11,50,3025000,22,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed22_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
124,124,run,500,11,50,3025000,23,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed23_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
125,125,run,500,11,50,3025000,24,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed24_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
126,126,run,500,11,50,3025000,25,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed25_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
127,127,run,500,11,50,3025000,26,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed26_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
128,128,run,500,11,50,3025000,27,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed27_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
129,129,run,500,11,50,3025000,28,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed28_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
130,130,run,500,11,50,3025000,29,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed29_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
131,131,run,500,11,50,3025000,30,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed30_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
132,132,run,500,11,50,3025000,31,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed31_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
133,133,run,500,11,50,3025000,32,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed32_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
134,134,run,500,11,50,3025000,33,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed33_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
135,135,run,500,11,50,3025000,34,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed34_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
136,136,run,500,11,50,3025000,35,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x50_seed35_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
