manifest_index,pbs_array_index,action,n,d,x,N,seed,method,simulator,run_id,config_path,output_dir,validation_curve,validation_curve_plot,predicted_u_mean_cov,samples_10k,posterior_samples_pkl,metrics,timing_metadata,stdout_log,stderr_log,reuse_source_output_dir,reuse_marker_path,reuse_compatible,collision_status,notes
51,51,run,500,11,25,1512500,51,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed51_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
52,52,run,500,11,25,1512500,52,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed52_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
53,53,run,500,11,25,1512500,53,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed53_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
54,54,run,500,11,25,1512500,54,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed54_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
55,55,run,500,11,25,1512500,55,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed55_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
56,56,run,500,11,25,1512500,56,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed56_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
57,57,run,500,11,25,1512500,57,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed57_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
58,58,run,500,11,25,1512500,58,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed58_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
59,59,run,500,11,25,1512500,59,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed59_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
60,60,run,500,11,25,1512500,60,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed60_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
61,61,run,500,11,25,1512500,61,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed61_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
62,62,run,500,11,25,1512500,62,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed62_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
63,63,run,500,11,25,1512500,63,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed63_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
64,64,run,500,11,25,1512500,64,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed64_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
65,65,run,500,11,25,1512500,65,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed65_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
66,66,run,500,11,25,1512500,66,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed66_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
67,67,run,500,11,25,1512500,67,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed67_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
68,68,run,500,11,25,1512500,68,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed68_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
69,69,run,500,11,25,1512500,69,Gaussian-NPE,empirical_gnk_prior_predictive_octile_summaries,gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z,res/gnk_high_budget/configs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z.yaml,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/validation_curve.csv,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/validation_curve.pdf,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/gaussian_npe_u_posterior.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/posterior_samples_10k.npz,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/posterior_samples.pkl,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/metrics.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/timing_metadata.json,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/logs/stdout.log,res/gnk_high_budget/runs/gnk_gaussian_npe_n500_x25_seed69_20260426T010115Z/logs/stderr.log,,,,checked-no-collisions,Prepared dry-run row; not submitted.
