method,n,N,N_label,param,seed_count,replicate_count_total,seed_mean_bias_mean,seed_mean_bias_sd,seed_mean_abs_bias_mean,seed_mean_bias_rmse,replicate_mean_abs_bias_mean,seed_mean_bias_q05,seed_mean_bias_q25,seed_mean_bias_median,seed_mean_bias_q75,seed_mean_bias_q95
gaussian_npe,5000,5000,N=n,g,101,10100,0.8036191774594902,0.505951520034679,0.8096207813933344,0.9482911993904941,0.8151068010424624,0.1072303295135498,0.4657353591918945,0.7957239031791687,1.1222758817672729,1.6464873385429382
gaussian_npe,5000,5000,N=n,k,101,10100,0.8820657817384984,0.29187602595505585,0.8820657817384984,0.9286485753552369,0.8820657817384984,0.5138399738073349,0.6880319607257843,0.8210661947727204,1.0028647482395172,1.5148943758010864
gaussian_npe,5000,42585,N=n log(n),A,101,10100,-0.0032627617722690697,0.005554276143858946,0.0050872827992580905,0.0064179554753682035,0.014648224835348599,-0.012889580726623535,-0.007019426822662354,-0.0032098698616027832,0.0005593228340148925,0.005383307933807373
gaussian_npe,5000,42585,N=n log(n),B,101,10100,-0.013402413814374719,0.01777131594773277,0.017894508862259365,0.022188227489708372,0.036875747442245484,-0.0408251941204071,-0.025833131074905397,-0.01249051332473755,-0.0018922722339630128,0.015943467617034912
gaussian_npe,5000,42585,N=n log(n),g,101,10100,0.06359479534744035,0.1653306637311604,0.1476125521825092,0.17637429075864636,0.2081838149481481,-0.28736973166465757,-0.027658073902130126,0.07106800675392151,0.16606810212135314,0.2783085823059082
gaussian_npe,5000,42585,N=n log(n),k,101,10100,0.01819469783270713,0.08150963080945507,0.0656788273052414,0.08312091523029685,0.08208408151817795,-0.09538147687911987,-0.04766986519098282,0.019421463012695313,0.07385859370231629,0.1567992502450943
gaussian_npe,5000,353553,N=n^(3/2),A,101,10100,-0.0014391636376333708,0.004029105275180373,0.003455764491959374,0.004259595250391719,0.014072544952430346,-0.007855815887451172,-0.003824207782745361,-0.0014424824714660645,0.0011546683311462402,0.00458336591720581
gaussian_npe,5000,353553,N=n^(3/2),B,101,10100,-9.621185241359299e-05,0.0120951658301611,0.00988880738763526,0.012035524387167594,0.033870366676018976,-0.018006019592285157,-0.009376896023750305,-0.00019928574562072754,0.007955973148345947,0.019600898027420044
gaussian_npe,5000,353553,N=n^(3/2),g,101,10100,0.036414763868445214,0.08101857627265452,0.06881333078488265,0.08845933830738674,0.11778764827416674,-0.09517904758453369,-0.015972880125045778,0.03323458194732666,0.08942842364311218,0.15508170366287233
gaussian_npe,5000,353553,N=n^(3/2),k,101,10100,0.035697714901796664,0.047894473725875714,0.04973999207857812,0.05954406581218814,0.09431311626540552,-0.048701353669166565,0.006077890694141388,0.03313681960105896,0.07155118077993393,0.11113502651453018
gaussian_npe,5000,25000000,N=n^2,A,101,10100,-0.0009119888343433341,0.0037714754776933183,0.003010334685297295,0.0038619838114048455,0.013923418781544905,-0.006295232772827148,-0.0030928134918212892,-0.0008829069137573242,0.0013139104843139647,0.005350406169891357
gaussian_npe,5000,25000000,N=n^2,B,101,10100,0.0020451218420916265,0.010991267276327335,0.00865652839736183,0.011126291444549874,0.033861982220470314,-0.017141713500022887,-0.004622545838356018,0.0010873943567276001,0.009180802106857299,0.020505791306495668
gaussian_npe,5000,25000000,N=n^2,g,101,10100,0.029854800712944263,0.06385264166693157,0.05581507306287785,0.07020043485741084,0.09776788911016861,-0.058447099924087524,-0.0037698566913604735,0.033577343225479124,0.061546781063079835,0.12485222101211547
gaussian_npe,5000,25000000,N=n^2,k,101,10100,0.022896879622251683,0.04668850479529994,0.03885927881934855,0.05179286857348496,0.08058045996887848,-0.03764439135789871,-0.004796799719333649,0.015040890872478485,0.05242503702640534,0.10684169977903366
