freq_err_nuts_A,nuts_covers95_A,sigma_nuts_A,freq_err_nuts_B,nuts_covers95_B,sigma_nuts_B,freq_err_nuts_g,nuts_covers95_g,sigma_nuts_g,freq_err_nuts_k,nuts_covers95_k,sigma_nuts_k,sigma_ratio_A_flow,centre_dev_A_flow,freq_err_A_flow,pit_A_flow,sigma_ratio_B_flow,centre_dev_B_flow,freq_err_B_flow,pit_B_flow,sigma_ratio_g_flow,centre_dev_g_flow,freq_err_g_flow,pit_g_flow,sigma_ratio_k_flow,centre_dev_k_flow,freq_err_k_flow,pit_k_flow,sigma_ratio_A_gnpe,centre_dev_A_gnpe,freq_err_A_gnpe,pit_A_gnpe,sigma_ratio_B_gnpe,centre_dev_B_gnpe,freq_err_B_gnpe,pit_B_gnpe,sigma_ratio_g_gnpe,centre_dev_g_gnpe,freq_err_g_gnpe,pit_g_gnpe,sigma_ratio_k_gnpe,centre_dev_k_gnpe,freq_err_k_gnpe,pit_k_gnpe,seed
0.43913676497772547,1,0.04346933588385582,1.6441027259191532,1,0.08207525312900543,-0.4388025491119819,1,0.1545443832874298,-1.901884408463142,1,0.07434573769569397,1.8535328,-0.6799065,-0.24076969598441508,0.622,1.1869208,-0.8260194,0.8180832999121093,0.2488,1.5642893,1.1468875,0.7080849475157305,0.3177,2.6010115,0.18937485,-1.7125095555290988,0.7712,1.0764037,-0.3838724,0.055264373245682404,0.4793,1.319259,-0.079929166,1.5641735613638184,0.1141,2.1125815,2.7201602,2.2813576468442043,0.1413,3.947047,3.6208751,1.718990679576001,0.3851,30
1.2347312196703137,1,0.03806394338607788,0.24390303377723785,1,0.07455204427242279,-2.245718564309139,0,0.1197061687707901,-1.0784614539530895,1,0.07446444779634476,1.088548,-0.52700955,0.707721650404709,0.2592,1.6877793,-0.24311472,0.0007883107743334487,0.5221,2.8281622,2.575225,0.3295065754053884,0.4697,3.7344446,0.30617997,-0.772281493457018,0.6363,0.99019504,0.0370306,1.2717618190843507,0.0951,1.1300989,-1.1497496,-0.9058466315804412,0.7898,2.2642088,-1.5243752,-3.770093777872107,0.9427,4.6256127,1.6875676,0.6091061148043279,0.5515,31
1.7117715220819498,1,0.041723109781742096,1.3500213285343226,1,0.08237072825431824,-0.4620140101563598,1,0.14253902435302734,-0.7863400476214111,1,0.07250411063432693,3.1283982,-2.5088942,-0.7971227045234618,0.8435,1.1246635,-2.6948926,-1.3448713648778556,0.9092,1.9943075,-0.91983384,-1.3818478486314338,0.8168,3.4613714,1.727033,0.9406929386989681,0.4027,1.0411185,-0.06488022,1.6468913019526317,0.055,1.0675081,-0.1607712,1.1892501292556215,0.1263,1.9904916,0.09724815,-0.364765861785191,0.5975,3.977241,0.55217695,-0.23416309598568008,0.6286,32
0.9124027589461131,1,0.040863681584596634,1.014763773996433,1,0.08750377595424652,0.7361738427403703,1,0.14814798533916473,0.4115561179769269,1,0.07505641877651215,0.9856766,-1.6147932,-0.7023904345060256,0.7703,1.129936,-1.354189,-0.33942528956815576,0.6388,2.5924902,2.1150389,2.851212773873539,0.1129,3.178142,2.0474727,2.459028884736024,0.2217,1.0508925,-0.12573901,0.7866637506391725,0.2307,1.1370611,-0.0936822,0.9210815766757676,0.2129,2.093944,1.5079186,2.2440924868258967,0.1388,3.5744946,2.027448,2.4390040721063198,0.2614,33
-1.7592781649267493,1,0.0347239226102829,-0.9959623630809522,1,0.07665303349494934,1.6030017365688733,1,0.17751114070415497,1.893678583191872,1,0.07645741105079651,1.1401647,1.3206842,-0.43859393901942384,0.661,1.2661918,1.2195926,0.2236302652087888,0.4419,1.6474948,0.026142467,1.6291442040513338,0.1454,3.2623155,-0.48314762,1.4105309522371015,0.3333,1.152091,-0.02108585,-1.7803640158727503,0.9385,1.3566729,0.47973502,-0.5162273347047431,0.6621,1.8249058,0.89887565,2.5018773865020405,0.0765,3.932766,-0.060959235,1.8327193493627911,0.3705,34
-0.46463530476720716,1,0.03433869779109955,-1.483556638520621,1,0.06610109657049179,-0.9095495748094811,1,0.14795655012130737,0.5678133342680564,1,0.07715827971696854,3.1402614,1.3188297,0.8541943759652599,0.2579,1.8794221,2.9989738,1.5154170920246408,0.2012,1.9772856,2.95447,2.0449204547880817,0.1395,2.709568,-1.4934112,-0.9255978823502374,0.6605,1.0736988,0.19430393,-0.2703313746430247,0.601,1.3050017,0.5624457,-0.9211109318943694,0.7644,2.346706,-0.8969749,-1.806524516184392,0.7902,4.2441487,-1.6253037,-1.0574903903617696,0.7225,35
0.2191072363479092,1,0.03764081746339798,0.1087281875334856,1,0.07727736979722977,0.358311497210004,1,0.14641079306602478,-0.2601116085853228,1,0.0732116773724556,1.2988601,1.6650428,1.8841499466059919,0.0529,1.7141178,2.2127898,2.3215179570599402,0.0314,1.8887604,-3.8633916,-3.505080168240435,0.9863,2.206275,-3.6235359,-3.8836472102178794,0.941,1.0824089,-0.06256768,0.1565395536280709,0.444,1.1842196,-0.015600474,0.09312771422040103,0.4871,1.8375363,0.5370732,0.8953846648635962,0.3293,4.234095,0.2771687,0.017057072826459182,0.604,36
-0.5293577812544141,1,0.03900576010346413,0.6481793512180056,1,0.08016280084848404,0.5392372772729283,1,0.14624544978141785,-0.27956191651654905,1,0.0683220699429512,1.2209458,1.2184141,0.6890563026949259,0.2972,1.433497,1.2978354,1.9460147339006024,0.0859,1.9299506,1.2267486,1.765985902706298,0.1678,3.995781,-0.38327408,-0.6628360006992341,0.6041,1.0728135,-0.17195387,-0.7013116529260365,0.7456,1.2096244,-0.2930028,0.3551765459158982,0.3973,2.1008928,-1.1192043,-0.5799669586400181,0.6289,4.5601983,-1.5064002,-1.7859621661121612,0.7684,37
-3.148382097301692,0,0.0328437015414238,-2.0064726320902704,1,0.06742623448371887,0.15421670142421404,1,0.1556958258152008,1.1438454645453606,1,0.07710068672895432,1.3805485,3.443105,0.2947230018916988,0.4241,2.315909,1.6299735,-0.37649909456522557,0.6281,1.7119304,-0.5065175,-0.35230084116773874,0.5992,2.9744947,1.5089372,2.6527827477399866,0.1865,1.1150975,0.11548641,-3.0328956875210262,0.9977,1.2151645,0.36355472,-1.6429179177077582,0.9059,2.0474567,-0.30099967,-0.1467829569022364,0.5534,4.143636,-0.8532449,0.29060059165393587,0.5751,38
-1.2610134472129764,1,0.034935228526592255,-1.1782792311844057,1,0.07013986259698868,0.5160140230428844,1,0.172730952501297,0.23473212569473137,1,0.07856833189725876,1.0588259,0.83160347,-0.4294099694876888,0.6787,1.102081,-0.583282,-1.7615611960595339,0.9403,1.541867,-1.8076544,-1.2916403333466187,0.8096,3.5315304,2.710557,2.945289083828445,0.1762,1.1018004,0.12856844,-1.132445013539345,0.8488,1.3063262,0.7139017,-0.46437751891780904,0.649,1.5055231,0.59343857,1.1094525792333152,0.2382,3.6283815,0.5613258,0.796057907706996,0.4985,39
