method,t1,t2
flow-NPE,0.5570975542068481,0.12753558158874512
flow-NPE,0.6672945022583008,0.12464356422424316
flow-NPE,0.5829957723617554,0.13482987880706787
flow-NPE,0.6081728935241699,0.13582515716552734
flow-NPE,0.7047946453094482,-0.01764780282974243
flow-NPE,0.6596137285232544,0.15759599208831787
flow-NPE,0.6054595708847046,0.08431005477905273
flow-NPE,0.6234396696090698,0.2385573387145996
flow-NPE,0.6374406814575195,0.07031106948852539
flow-NPE,0.7179816961288452,0.11643528938293457
flow-NPE,0.5766518115997314,0.1296839714050293
flow-NPE,0.5548701286315918,0.02514481544494629
flow-NPE,0.594640851020813,0.06334292888641357
flow-NPE,0.6002795696258545,0.16088628768920898
flow-NPE,0.5612283945083618,0.08529055118560791
flow-NPE,0.6702592372894287,0.10102999210357666
flow-NPE,0.6515918970108032,0.15316009521484375
flow-NPE,0.590562105178833,0.11491525173187256
flow-NPE,0.5574294328689575,0.15508675575256348
flow-NPE,0.617117166519165,0.2015547752380371
flow-NPE,0.6385195255279541,0.1935669183731079
flow-NPE,0.6748632192611694,0.16972708702087402
flow-NPE,0.5944654941558838,0.09787774085998535
flow-NPE,0.5834038257598877,0.09387290477752686
flow-NPE,0.6610901355743408,0.1319136619567871
flow-NPE,0.5747597217559814,0.11634242534637451
flow-NPE,0.6031039953231812,0.13765883445739746
flow-NPE,0.6501032114028931,0.020998835563659668
flow-NPE,0.5664372444152832,0.1291358470916748
flow-NPE,0.6199474334716797,0.04277670383453369
flow-NPE,0.5470659732818604,0.12422740459442139
flow-NPE,0.5975273847579956,0.08942294120788574
flow-NPE,0.575408935546875,0.06664848327636719
flow-NPE,0.5704076290130615,0.06661689281463623
flow-NPE,0.6607505083084106,0.10946893692016602
flow-NPE,0.521881103515625,0.0910574197769165
flow-NPE,0.61241614818573,0.025905132293701172
flow-NPE,0.5775506496429443,0.1347944736480713
flow-NPE,0.719419002532959,0.09308600425720215
flow-NPE,0.6106654405593872,0.0358048677444458
flow-NPE,0.6009570360183716,0.1951441764831543
flow-NPE,0.6251641511917114,0.11077964305877686
flow-NPE,0.5817292928695679,0.1543254852294922
flow-NPE,0.6029932498931885,0.10252439975738525
flow-NPE,0.6271052360534668,0.07525813579559326
flow-NPE,0.5579341650009155,0.1121978759765625
flow-NPE,0.6218693256378174,0.12948620319366455
flow-NPE,0.6480724811553955,0.12521862983703613
flow-NPE,0.5869470834732056,0.19104421138763428
flow-NPE,0.6487374305725098,0.05577492713928223
flow-NPE,0.6059365272521973,0.07629024982452393
flow-NPE,0.6325637102127075,0.09357666969299316
flow-NPE,0.6750822067260742,0.10771989822387695
flow-NPE,0.5565824508666992,0.13874518871307373
flow-NPE,0.5719670057296753,0.17742621898651123
flow-NPE,0.6203123331069946,0.08453798294067383
flow-NPE,0.5642356872558594,0.06227612495422363
flow-NPE,0.6718317270278931,0.05168414115905762
flow-NPE,0.668181300163269,0.1106252670288086
flow-NPE,0.6498758792877197,0.04056227207183838
flow-NPE,0.6060987710952759,0.12563860416412354
flow-NPE,0.6219629049301147,0.05853450298309326
flow-NPE,0.6071164608001709,0.04267740249633789
flow-NPE,0.6414498090744019,0.12360358238220215
flow-NPE,0.6232465505599976,0.057970523834228516
flow-NPE,0.5744255781173706,0.13292062282562256
flow-NPE,0.6934959888458252,0.14493060111999512
flow-NPE,0.6552891731262207,0.07843255996704102
flow-NPE,0.6462448835372925,0.07062411308288574
flow-NPE,0.6744728088378906,0.026246309280395508
flow-NPE,0.6592669486999512,0.13498616218566895
flow-NPE,0.5705827474594116,0.038475632667541504
flow-NPE,0.6518329381942749,0.037199974060058594
flow-NPE,0.5830214023590088,0.023221492767333984
flow-NPE,0.6092911958694458,0.13194763660430908
flow-NPE,0.6413201093673706,0.06870508193969727
flow-NPE,0.5805230140686035,0.13475573062896729
