method,standardisation,seed,n_obs,N_sims,theta_kl,status
gaussian_npe,robust_asinh_median_iqr,14,1000,3000000,1.57545200316,finite_metric
gaussian_npe,robust_asinh_median_iqr,15,1000,3000000,1.93695065551,finite_metric
gaussian_npe,robust_asinh_median_iqr,16,1000,3000000,3.22119126495,finite_metric
gaussian_npe,robust_asinh_median_iqr,17,1000,3000000,1.06744225266,finite_metric
gaussian_npe,robust_asinh_median_iqr,18,1000,3000000,1.286548435,finite_metric
gaussian_npe,robust_asinh_median_iqr,19,1000,3000000,1.0183881605,finite_metric
gaussian_npe,robust_asinh_median_iqr,20,1000,3000000,1.23291919277,finite_metric
gaussian_npe,robust_asinh_median_iqr,21,1000,3000000,1.35638099273,finite_metric
gaussian_npe,robust_asinh_median_iqr,22,1000,3000000,1.46712455655,finite_metric
gaussian_npe,robust_asinh_median_iqr,23,1000,3000000,0.930516579551,finite_metric
gaussian_npe,robust_asinh_median_iqr,24,1000,3000000,1.55729374252,finite_metric
gaussian_npe,standard_zscore_baseline,0,1000,1000000,4.803427043186789,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,1,1000,1000000,2.2871461825843005,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,2,1000,1000000,2.053035653785616,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,3,1000,1000000,2.5147563905938286,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,4,1000,1000000,2.259066529511577,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,5,1000,1000000,4.383792926034703,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,6,1000,1000000,1.7668569046496847,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,7,1000,1000000,2.409318667780819,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,8,1000,1000000,2.5754285951066938,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,9,1000,1000000,3.103100176732365,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,10,1000,1000000,2.037253641639452,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,11,1000,1000000,3.160857117478656,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,12,1000,1000000,2.182393806438061,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,13,1000,1000000,2.839705980167344,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,14,1000,1000000,2.4082034692617116,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,15,1000,1000000,3.0464045344292625,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,16,1000,1000000,2.949589374194553,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,17,1000,1000000,2.137691414967995,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,18,1000,1000000,1.7065473366556305,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,19,1000,1000000,2.1771323918802143,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,20,1000,1000000,2.0035756491139773,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,21,1000,1000000,2.4541605927426016,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,22,1000,1000000,2.067599391605701,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,23,1000,1000000,3.230762592465407,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,24,1000,1000000,3.3571969216648307,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,25,1000,1000000,1.9391698154371102,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,26,1000,1000000,3.5214498608700677,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,27,1000,1000000,2.8728699104951203,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,28,1000,1000000,2.4299660129364318,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,29,1000,1000000,2.3918972282777986,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,30,1000,1000000,2.8410447115343693,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,31,1000,1000000,2.840119693778897,baseline_from_v3_csv
