cell,method,param,x,density
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9915750795498566,10.08875437487975
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.993222893908515,10.21322963167205
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9948707082671735,10.324314684160528
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.996518522625832,10.422812510189466
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9981663369844904,10.506859165742513
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.999814151343149,10.57144103625177
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.001461965701808,10.609049376525785
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0031097800604662,10.611417502069024
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0047575944191247,10.571905877070117
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.006405408777783,10.487860021045686
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0080532231364416,10.362192001052758
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0097010374951,10.203565908601398
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0113488518537586,10.024939864337272
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0129966662124175,9.840776369216027
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.014644480571076,9.663773221723615
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0162922949297344,9.502206599667193
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.017940109288393,9.358733452589417
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0195879236470513,9.230844776964547
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0212357380057098,9.112434822596693
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0228835523643682,8.9955793417679
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.024531366723027,8.87181854790298
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0261791810816856,8.732841599224356
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.027826995440344,8.5709987094179
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0294748097990025,8.380121292756654
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.031122624157661,8.15670680729578
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0327704385163194,7.901016517470958
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0344182528749784,7.617480157748942
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.036066067233637,7.314110061964732
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0377138815922953,7.001119192453385
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0393616959509537,6.689231027379539
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.041009510309612,6.388115286001835
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0426573246682707,6.1051443871873685
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.044305139026929,5.844509482393853
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.045952953385588,5.606773373081508
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0476007677442465,5.389045924815643
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.049248582102905,5.185931494383786
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0508963964615634,4.991132556902824
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.052544210820222,4.799239443427246
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0541920251788803,4.607053761795456
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.055839839537539,4.413951649200584
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0574876538961977,4.221228417647042
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.059135468254856,4.030826877775011
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0607832826135146,3.844084362649374
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.062431096972173,3.661047452094605
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0640789113308315,3.4805905448307914
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.06572672568949,3.301206973885874
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0673745400481485,3.122064358064448
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0690223544068074,2.9438120978712985
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.070670168765466,2.7687304441130016
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0723179831241243,2.6000949960536714
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0739657974827828,2.440997299877992
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.075613611841441,2.2931437264547263
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.0772614262000997,2.15619438439971
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.078909240558758,2.0279586055121834
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,3.080557054917417,1.9053493489630444
