n,N,N_label,standard_paper_grid,seed,flow_theta_kl,gaussian_theta_kl
100,460,N=n log(n),1,89,7.838866938672195,6.053471626777344
100,460,N=n log(n),1,90,7.409779745617995,6.2564562560397015
100,460,N=n log(n),1,91,7.827785508099823,8.503959345014435
100,460,N=n log(n),1,92,7.608810924761495,11.43956863978677
100,460,N=n log(n),1,93,11.69666273023626,10.857491480484049
100,460,N=n log(n),1,94,7.475634835347357,8.525161643293263
100,460,N=n log(n),1,95,7.5188290260688975,7.394959523111785
100,460,N=n log(n),1,96,7.525666511582965,8.04028942161997
100,460,N=n log(n),1,97,9.1124673255155,7.86958671697907
100,460,N=n log(n),1,98,7.014027834976949,6.87242864878289
100,460,N=n log(n),1,99,8.11443331905431,10.044809920015815
100,460,N=n log(n),1,100,8.57901148354945,7.731290866391669
100,1000,N=n^(3/2),1,0,6.303309337942644,6.818476641715397
100,1000,N=n^(3/2),1,1,5.422487817494876,6.10319974886677
100,1000,N=n^(3/2),1,2,6.6226439310849905,7.262616186783516
100,1000,N=n^(3/2),1,3,5.329053976466674,5.361971327251363
100,1000,N=n^(3/2),1,4,5.379917341024436,5.193094427676732
100,1000,N=n^(3/2),1,5,6.726586240779905,4.640922456456769
100,1000,N=n^(3/2),1,6,6.363426620283625,4.925909539542434
100,1000,N=n^(3/2),1,7,5.922270816409722,7.212942062127848
100,1000,N=n^(3/2),1,8,6.049249661196064,6.181407149296966
100,1000,N=n^(3/2),1,9,6.8092362551429115,6.520100263788639
100,1000,N=n^(3/2),1,10,6.328631549125357,6.014691711436013
100,1000,N=n^(3/2),1,11,8.25775332424368,5.7613098346189435
100,1000,N=n^(3/2),1,12,6.733454263958254,6.1832539063905765
100,1000,N=n^(3/2),1,13,5.330600259163304,5.575107349380012
100,1000,N=n^(3/2),1,14,6.703339152803123,5.344059934902596
100,1000,N=n^(3/2),1,15,5.540284011581992,6.517909626235773
100,1000,N=n^(3/2),1,16,5.16405411542135,5.757775943954342
100,1000,N=n^(3/2),1,17,7.107567757887893,4.695953626418778
100,1000,N=n^(3/2),1,18,5.639851304275312,6.094246885129787
100,1000,N=n^(3/2),1,19,9.181252077466882,7.131659122870424
100,1000,N=n^(3/2),1,20,6.582046853473692,6.49177014607864
100,1000,N=n^(3/2),1,21,7.693738935236045,10.085013938649888
100,1000,N=n^(3/2),1,22,7.482195689784143,7.343665114472224
100,1000,N=n^(3/2),1,23,5.983317637498268,5.2482050003402385
100,1000,N=n^(3/2),1,24,8.671412727858751,5.269017431885319
100,1000,N=n^(3/2),1,25,6.121948677003702,5.8559951296690835
100,1000,N=n^(3/2),1,26,5.9866844014701845,6.546855674614933
100,1000,N=n^(3/2),1,27,7.731331120620924,6.735569455363488
100,1000,N=n^(3/2),1,28,7.444214179236913,6.082485849773425
100,1000,N=n^(3/2),1,29,8.036965771552453,6.148712064733883
100,1000,N=n^(3/2),1,30,8.1697883429031,5.260372939078606
100,1000,N=n^(3/2),1,31,6.1947703155365605,6.1038793580620805
100,1000,N=n^(3/2),1,32,4.67297962797066,5.851183573966194
100,1000,N=n^(3/2),1,33,6.63352004724091,4.963307487074304
100,1000,N=n^(3/2),1,34,6.993739108641657,6.3830073266390395
100,1000,N=n^(3/2),1,35,9.195646219165496,9.14650311459928
100,1000,N=n^(3/2),1,36,6.077061833553221,4.282123365887799
100,1000,N=n^(3/2),1,37,8.038493111089986,6.582709160074144
100,1000,N=n^(3/2),1,38,6.61781754434277,10.417130354756267
100,1000,N=n^(3/2),1,39,9.736548742639544,5.715640985774001
100,1000,N=n^(3/2),1,40,6.56157921812329,5.381928829724564
100,1000,N=n^(3/2),1,41,8.72652118110381,7.900138050877198
100,1000,N=n^(3/2),1,42,6.3223334383359635,5.335942122625766
100,1000,N=n^(3/2),1,43,6.627168171477875,6.265353635472962
100,1000,N=n^(3/2),1,44,5.83941563111293,6.6326300896166615
100,1000,N=n^(3/2),1,45,7.455812431587935,7.42421491630154
100,1000,N=n^(3/2),1,46,6.872805299945971,6.366620405527099
100,1000,N=n^(3/2),1,47,4.566842201800269,6.292074849926144
100,1000,N=n^(3/2),1,48,7.332390405662629,6.68542993092496
100,1000,N=n^(3/2),1,49,6.967673126608262,8.69612130163631
100,1000,N=n^(3/2),1,50,5.569186769418729,6.426819319629432
100,1000,N=n^(3/2),1,51,6.892840033850114,4.6665617435439355
100,1000,N=n^(3/2),1,52,6.52416798000686,6.343349021337103
100,1000,N=n^(3/2),1,53,8.113158650825612,5.817133612831357
100,1000,N=n^(3/2),1,54,6.714758679725477,10.13834891817354
100,1000,N=n^(3/2),1,55,7.857976803618358,6.036976358663587
100,1000,N=n^(3/2),1,56,7.232716342326541,6.529864161228423
100,1000,N=n^(3/2),1,57,6.241822734235289,5.766071274447111
100,1000,N=n^(3/2),1,58,7.673842622948951,7.363409425081413
100,1000,N=n^(3/2),1,59,8.346427325553151,6.749553610037228
100,1000,N=n^(3/2),1,60,7.212649746932467,6.605162902684282
100,1000,N=n^(3/2),1,61,5.8359703008326855,6.240644454201345
100,1000,N=n^(3/2),1,62,9.598280946846357,6.318424044857315
100,1000,N=n^(3/2),1,63,4.378379025278368,5.561570043817844
